gFx,gFy,gFz
0.7779510762257021,-0.44013193308956583,-0.10768517475822534
0.7835543784263569,-0.4013142864325422,-0.14392004638366673
0.7815516230668669,-0.4198623133222492,-0.12141649980521926
0.7908626278488046,-0.4046932932663592,-0.1213141834015723
0.8273363156573467,-0.424060503007463,-0.1527266785832302
0.843837739847352,-0.44272353018213906,-0.17066714525761148
0.8559267128800573,-0.43175135629903505,-0.17272750208923868
0.8542277905623687,-0.4516879933001808,-0.1936403257620853
0.8530990449357571,-0.4767446673779313,-0.23221429478133343
0.8434505429060531,-0.4803564755809462,-0.22020177461257615
0.8562145569766061,-0.4767101596237386,-0.19845148459917825
0.8619865787575309,-0.450857196700669,-0.2034990969276406
0.8560102997841199,-0.4479540969309297,-0.24708657354588845
0.8828719749927704,-0.4373603259692476,-0.28043374747066757
0.9057192822282569,-0.43839810249076955,-0.3043512517386585
0.9367324834577003,-0.4501124588556852,-0.3135518579181046
0.9397738082527451,-0.46894576381206504,-0.28196741039132295
0.9140988869951387,-0.46567279733406314,-0.2796265444454032
0.8716367232463967,-0.4366151022654537,-0.2747232848570026
0.8786922593774391,-0.42150672470276224,-0.258567893722822
0.938322441515864,-0.43124797012044525,-0.21844309715891305
1.0117472811756647,-0.4643008830007484,-0.1876588500234
1.0851059217104382,-0.5211664353034342,-0.17608637979021863
1.073861273652634,-0.5720829651744129,-0.17000432022839576
1.0484097607410459,-0.6026002825724575,-0.20421758525091957
1.0572526721692503,-0.6011562231990313,-0.2330952958177115
1.0555019241363985,-0.5816030199872416,-0.2174843328599227
1.0395700943707518,-0.537566305486265,-0.19728574862908593
0.9874428264080918,-0.4988136148539649,-0.16346589377253826
0.9444059423721525,-0.4811979578170615,-0.17755509736657882
0.9246364501363151,-0.47678377377720726,-0.17133030446718056
0.944339759231257,-0.4684514532956057,-0.13882436801113943
0.9459780885562372,-0.4465037277284562,-0.08457294111139635
0.9085889687726034,-0.40025737322891675,-0.03387657936562181
0.8560877397662925,-0.37096358469016116,0.0006060683601695996
0.8425161818893945,-0.3895632627072891,-0.024276145700976283
0.8548497331739041,-0.438391223687182,0.0037096979426084076
0.8647485531255343,-0.48205990172740903,0.04399304946678317
0.8255619447858756,-0.5233997643873035,0.08683371938505363
0.7910436640987428,-0.5521779124956608,0.12171556365030671
0.719425329107502,-0.5550644081903324,0.11834485070787717
0.654393057989376,-0.5630169408283591,0.07289610977016912
0.6536064400708258,-0.5773540924503454,-0.03172260719322842
0.6857732869853348,-0.5507835308688704,-0.06512637964954451
0.7441618981132192,-0.49517447441550067,-0.08797433825526993
0.793053888589656,-0.4584170795697079,-0.0860942153720734
0.8053384008873004,-0.43758906343197207,-0.09497830350666152
0.7740561268458653,-0.4176066021418276,-0.11183262589913598
0.7321423964767737,-0.41607129277465665,-0.09959189564705316
0.7033251317903533,-0.4359357852196729,-0.08728375081004787
0.7035933718360814,-0.45587176200513113,-0.04792660870567905
0.7089459654427045,-0.4669999099311777,-0.04650086459084938
0.7488480147525952,-0.48101356439292026,-0.06517071393870941
0.7692746885102681,-0.4842711192877807,-0.04623862690396025
0.7933776751627644,-0.5087607188062236,-0.027213857333744155
0.8055384253876375,-0.5433642081106224,-0.04142490386328612
0.7986319888544748,-0.5709606153834436,-0.08037689435798975
0.7876033315688138,-0.5882185199439316,-0.11547744509733446
0.7736777045189575,-0.6007431481493224,-0.13628031151110695
0.7713652602169039,-0.5862850460567984,-0.11230536728181317
0.7759624987739452,-0.5716214118152683,-0.09022350403884413
0.8004323295073341,-0.5585448271119232,-0.08843741550959118
0.8302944625038164,-0.5551020340783515,-0.07755115924612496
0.8623321090553977,-0.5761886410788755,-0.0906032469707773
0.8818390685506066,-0.5744934581698945,-0.10766664547241296
0.86376611045243,-0.5332323797952339,-0.07443356854790695
0.8339882788768544,-0.5040362851079304,-0.07787806561606478
0.8667450759415547,-0.521049448204017,-0.09247803752780633
0.914686941979965,-0.5719596019121221,-0.05318695799808436
0.9621541015536892,-0.6029094366079458,-0.03575246620452244
1.0156504073628345,-0.5996530870881768,-0.02253127696837313
1.0623648687576164,-0.6117531511707803,-0.07256438993459484
1.050865436407145,-0.6579780758369222,-0.10361289152674562
1.0082778003241775,-0.6940751639221232,-0.08206786973528503
1.0137062517865285,-0.7016883322582047,-0.04844622969623079
1.0449445928123178,-0.6849008313965597,-0.03326600886860015
1.071610786607067,-0.6447741962740852,-0.007582997516110876
1.0520403549229465,-0.6013376137071718,0.01764501745875636
1.0243873219167203,-0.5367902567107963,0.025322840744057346
0.9851944654765595,-0.4769697403043547,0.015348489606096558
0.955047880819846,-0.4276336837476604,-6.922432661864021e-05
0.9259228087160005,-0.3961723107508778,-0.008134380555408188
0.9246141089777744,-0.40171409771555483,-0.03444557873978096
0.938155589750186,-0.4194099489468852,-0.07646251948362684
0.962539019826538,-0.4466585866196662,-0.0927911072003695
0.9478978762997101,-0.46490024239643896,-0.09640292022676672
0.8946179545077825,-0.46180737790188514,-0.12880582783157002
0.8115416018877866,-0.43907049151580724,-0.13352242696208425
0.7510090537426216,-0.4130977789646736,-0.1348985883672279
0.6956544821354071,-0.370539777985465,-0.11659659440623113
0.6412649042392062,-0.32902979611392913,-0.10326847105197684
0.6264229458007259,-0.31396695695230187,-0.10607573825410407
0.6247255901949285,-0.3162712390179644,-0.11571468525523278
0.6330316975735775,-0.3118715510783216,-0.12075166214470638
0.6260628871827847,-0.2921937940824099,-0.07459527865219445
0.6345441260929419,-0.28012773132986135,-0.07843615542496746
0.6753510307312955,-0.29070492697416067,-0.09619309511110888
0.7295479514267883,-0.33770684083103414,-0.1380057629377992
0.7819274301922581,-0.38930224974380856,-0.18299710334820607
0.8487159351263882,-0.4336436472249452,-0.1920137501345503
0.9117202600020305,-0.4547753137977739,-0.20739256164012806
0.9430814492235581,-0.4581022965160245,-0.22102005727150317
0.9453755866547584,-0.43112748733660405,-0.1992311913516049
0.924077354568281,-0.41283464373670586,-0.1653388350569119
0.8775944128253074,-0.39716026299595664,-0.16027446043207066
0.8289853667895711,-0.3793588481958241,-0.18170473020342004
0.7947923994858345,-0.3753113937370371,-0.19803712639199395
0.7897628043638245,-0.37027903002259266,-0.21814807726605098
0.8203542201431336,-0.3751864713386402,-0.22509063623339826
0.8552839570170386,-0.3858593598671555,-0.224241123611045
