gFx,gFy,gFz
1.2451665195244155,-0.37492046142814206,-0.08746365475909983
1.3767442274073658,0.016273626634794206,0.03186119780600045
1.3217798758018702,0.2682330537013135,-0.007005100996445798
1.2043967081739542,0.3294521147868023,0.021149679990497144
1.0179854792935492,0.03336853132431481,0.048037421206980686
0.8908382743690165,0.05052919294509005,0.14119686641793897
0.8694002051368036,-0.05815483208019419,0.19524765447915932
0.9413549391796593,-0.1746778403612963,0.1324024163575072
1.0016772417289876,-0.1587305655807385,0.06634312505361432
0.9131630788310753,-0.10511148318262127,-0.03254476542085148
0.8032358091458293,-0.07999603645212384,-0.09466527952262933
0.7285721700081477,-0.024167058026757497,-0.09439973203394196
0.7782765939298778,-0.09593122665462475,-0.02915620659747313
0.8976514957499503,-0.17327866387584825,0.04609864287215504
0.8847632391613839,-0.24022601415168005,0.08592295345449076
0.8433363886111637,-0.23958482640098364,0.11018275497812115
0.8061239411034965,-0.2770665145514018,0.10029887105138498
0.7656764988595897,-0.25634503586038926,0.05954520477973735
0.7937460215830477,-0.25580676455805046,0.052045194433088644
0.8568022680241393,-0.2730395058180703,0.010445423550235765
0.8744657508928217,-0.3359670563181377,0.004893084214567056
0.9265514826167957,-0.32610823684455986,-0.009845516609516587
0.9606008595537514,-0.3220364444423593,0.023826042476064117
0.9907537301845637,-0.260642290245378,0.06423876034848491
1.1107976633972847,-0.37767833770973613,0.07521484447239178
1.2157186798485198,-0.45964701119945833,0.02262356608903578
1.205658259029278,-0.5204344347752742,0.0025429033607890237
1.2398669292036464,-0.31690089821543643,-0.06465186726568041
1.2873104808796976,0.03718990863038696,0.036961720016373094
1.2654162118409074,0.1465985304301869,0.20087553479641895
1.1352152142072598,0.2977797021439338,0.2406367137756241
0.9472850316101329,0.07247135958323042,0.13730222358193608
0.9869241404308146,-0.043495157138967,-0.031031834273171938
1.0195923207967652,-0.1069625221344038,-0.04984232151336313
1.139952067110556,-0.2187793353110993,-0.029514788596949535
1.0387777163670404,-0.18007636460019483,0.06771769739169597
0.8679627975172162,-0.1220408745294957,0.08116392050562965
0.6598194919999065,-0.10074570523284589,0.07365175662072972
0.6154189896585486,-0.12264848476769202,0.012963655432944416
0.6511498928916859,-0.150273326368299,-0.06893194148764425
0.7571254559033288,-0.1398304328441338,-0.12055981794472176
