gFx,gFz,gFy
0.9663533605312428,-0.040622830756318555,-0.27342775501646527
0.9480090875076697,-0.026971917465464394,-0.2725374688191913
0.960310565593514,-0.04486125285890948,-0.2741741058234259
0.9665935039783847,-0.034480445058453435,-0.2715743344145053
0.9654724232489245,-0.027482083319209025,-0.2738398474119701
0.9575867734896796,-0.04051526048332372,-0.2804634790794638
0.964028760097214,-0.039461963470934155,-0.29448393375379384
0.965029134768412,-0.031938739342845884,-0.29508515917735884
0.9607366048141412,-0.03627145463630736,-0.28314153080641935
0.9583111261127288,-0.03883174057993688,-0.27688855196761375
0.9516688819844122,-0.04852241731185932,-0.2787256461323643
0.9538423044187946,-0.038836979543289935,-0.28170829476853365
0.9404775977109066,-0.036492310925813384,-0.28043514881688
0.9732971706031393,-0.03125566555253168,-0.2858573945160897
0.9772592891881463,-0.04861538687516995,-0.2856756250166517
0.9657888069804184,-0.04557018054942124,-0.26674921000325663
0.9577046824534656,-0.04856776861995689,-0.28790533637146
0.964582540394733,-0.030529111331998836,-0.2879203554846498
0.958141665680438,-0.026577695266487854,-0.2825410427361414
0.970383844834283,-0.03976742984520774,-0.2744240014498386
0.9733916112885614,-0.03501266990409945,-0.2809113676704881
0.9682787063817381,-0.025832061999364445,-0.28684300723627304
0.9575391021536057,-0.029427243043926073,-0.3111074642552837
0.9537703682460947,-0.038194909885041206,-0.3103915882644033
0.9515945581723549,-0.0356622779730737,-0.2765381620431884
0.9582636515775672,-0.040961140124609434,-0.24828562953610656
0.9553688862120897,-0.02551418474197267,-0.27587655704269143
0.9581431574893182,-0.014811049160652921,-0.272511222376243
0.9769218587781398,-0.045896398811370184,-0.28243315734519603
0.9674221834209764,-0.037282243694412444,-0.28922901506299814
0.9544255991392092,-0.039376021534829705,-0.2939600846868183
0.9568757272721942,-0.047340875059945144,-0.2996352808262483
0.9521478012019972,-0.034005351513404794,-0.29675098228600044
0.9615297532937774,-0.030016016896302067,-0.29806695911384035
0.9780617386764323,-0.04157443395299709,-0.2882214377510917
0.9589156549533897,-0.037883130762354826,-0.3039888073601444
0.9611922045007754,-0.042875494732644,-0.3050167618386176
0.9595202899502506,-0.038395741165579735,-0.29133537815387933
0.9588333955499829,-0.02671447721648081,-0.2868358079210219
0.9611137975744982,-0.030642607901866757,-0.28021303657598223
0.9373955004130993,-0.02886614230907718,-0.2886148857722693
0.9372183447674048,-0.019927553684302463,-0.28960318009619024
0.9515645775375036,-0.030060504437512403,-0.29734685687501106
0.9707073518449243,-0.03944017411684223,-0.30587143478808887
0.9761436034998029,-0.03935093501427574,-0.3139771075622138
0.9691130170375176,-0.03734216488345058,-0.30943050449096643
0.9577295978942243,-0.031405743488805586,-0.27830411388978676
0.9531304412513977,-0.015529058825219032,-0.2524890459523982
0.9562045994262192,-0.021073677457352724,-0.2809184327330724
0.9585574622064456,-0.012421172950649019,-0.32015480115356
0.9520469487527398,-0.009283449526029408,-0.31968997730383697
0.9383777710108682,-0.015320858014158329,-0.29425273325164497
0.9882379900759753,-0.03249842960198109,-0.30236291991517905
0.9899115074436701,-0.05780344809225022,-0.30429265625651924
0.9649451475517168,-0.05350704529607588,-0.3106432598833104
0.9528646171044255,-0.03772742192527618,-0.301282692052568
0.9518796526245589,-0.029838736875653915,-0.298752597730215
0.9544693908732758,-0.02163248114407421,-0.2924997102511738
0.9619052179194648,-0.02531098393543228,-0.2945811510753568
0.9565153515557823,-0.03544203834301667,-0.30356631022697994
0.9445651545909405,-0.019043780316700783,-0.31301859214067357
0.9711473697236666,-0.016718115128848902,-0.3175791198326571
0.982817137871055,-0.021629877666137276,-0.31467844629147934
0.9723974894952777,-0.022963541400196432,-0.3111634463976055
0.9599069482706668,-0.037238039337394245,-0.31771311657144713
0.95025895262714,-0.03333812240930807,-0.3025045085525387
0.9556390941766341,-0.027003909216986872,-0.30279916327809037
0.9440772081066168,-0.017210933400536223,-0.28545970773315615
0.9618214885280815,-0.03384122404659229,-0.28893031341223746
0.9457823064866706,-0.02222916512356196,-0.30064097213951374
0.9694225219277994,-0.030287667539859026,-0.2988220473446099
0.9700113361780751,-0.043304526551763374,-0.29868115036837717
0.9745560594733791,-0.033869099092392704,-0.2917272169561729
0.9539338417312893,-0.03222300275942849,-0.30768099538655863
0.9453633168794193,-0.02202338971327979,-0.29805756554075336
0.9632391195478032,-0.028899394517209635,-0.3057139950853392
0.9559213000086852,-0.016940405742356973,-0.3017141339714617
0.953792964797658,-0.01706847761350585,-0.30905360451220654
0.9662223849240238,-0.023956304675724426,-0.28786987295146343
0.9723177077340024,-0.0486929309087995,-0.29121802526358526
0.9665835088018183,-0.02829883222495824,-0.28780560942372047
0.9868359380592152,-0.04447982173167214,-0.311510099437127
0.95345687705631,-0.04528981535498326,-0.3071987987935925
0.9573243835263597,-0.03847970583876912,-0.30197329556846997
0.9664079004793493,-0.03975496757002671,-0.2894519943454983
0.9564667220482201,-0.01237654645683726,-0.2892273774006303
0.9158546264802765,-0.01065941017928067,-0.2927821264020527
0.9509793436968091,-0.028543907653945537,-0.28974238486909953
0.9972311989793495,-0.04203724906552312,-0.26986833840507135
0.9692297173605031,-0.03341988130055369,-0.27421716524177664
0.9551785692567571,-0.035577011501604444,-0.28364065580479164
0.951839415101136,-0.033509429534322864,-0.29649044506978856
0.965162698180845,-0.03869528312370926,-0.29507354441795
0.9571991081290028,-0.026432797193927316,-0.28633371417027825
0.9564078830777019,-0.02440085749609393,-0.2940488223229112
0.9624276430998567,-0.028016148733241715,-0.2623490516000887
0.9494606237834887,-0.023633872866466656,-0.26848947269431295
0.9669820774431589,-0.03598373993999454,-0.28123015570550897
0.9545960035990805,-0.03805620700866284,-0.28321613881271385
0.9676919690608303,-0.03148636876219166,-0.30301954092921035
0.9676756780949504,-0.03060195714692491,-0.2938838501597693
0.9654521528317977,-0.02343064043174857,-0.2810292927574177
0.9656132904157227,-0.048545828893507004,-0.2806799424813591
0.9673478064854969,-0.05005670789856573,-0.2828875710294073
0.973345634891361,-0.03784118907909027,-0.2981358961269224
0.9398848644059037,-0.024990498960422457,-0.28219350977650004
0.9592669355680313,-0.04949569984646458,-0.2797381869656782
0.9690507185779564,-0.050873576557127716,-0.2851448820518002
0.9852982512339346,-0.04059203194389804,-0.28804508730793893
0.9575561065309267,-0.03150185680558511,-0.28603645320888343
0.9594410548019231,-0.03320796607680665,-0.27748549069291295
0.9630508863062017,-0.04227245372485668,-0.2788736878344923
0.959623595729533,-0.04411175943887695,-0.2890902098589871
0.9631829660392368,-0.03740319128466728,-0.2870319957318637
0.9661723124421896,-0.030861006875170877,-0.285438048570577
0.9781581734538519,-0.04360370276818981,-0.2757572934607973
0.9641563863294443,-0.04389069875905776,-0.2918797721781402
0.9561063347795122,-0.023164196542473647,-0.2885646145241908
0.956256653000911,-0.036646489313229356,-0.29146044390874476
0.9649449075768781,-0.03727531542934808,-0.28416015878284845
0.9499434650951916,-0.028120306015753296,-0.28077289188919013
0.9540657338017936,-0.030572325757889166,-0.2837322474022843
0.955567377757772,-0.02932708988980926,-0.2894717533559366
0.96185472521986,-0.023177728955720105,-0.2939312580803121
0.9749159169985545,-0.03244522658473316,-0.29829877157850404
0.9517888685813404,-0.04874747343025742,-0.29786392734577455
0.945626468811835,-0.03317058137746645,-0.28580591963074997
0.9588299246180865,-0.042328869311893266,-0.30117848475236686
0.9592346271076249,-0.02921386939015708,-0.2813032271037073
0.9725550588356063,-0.04293566121347749,-0.28013586656779843
0.9603351054771049,-0.046552780793320946,-0.28785440544198365
0.951028687183892,-0.029716287318947536,-0.2960017351874952
0.9454032965807627,-0.035945477215404226,-0.2851478445630865
0.9662643535974305,-0.039126477155457334,-0.29187188881438914
0.9679262326071527,-0.03239904253596312,-0.27799855749409574
0.9678608962631429,-0.041161063467030023,-0.30015815623521386
0.9520718021613119,-0.039509405034581405,-0.31315445712515405
0.9495064531258328,-0.025680355620436163,-0.3058816740413971
0.9462077813089259,-0.009053762614855212,-0.2797212924381698
0.9670292603070344,-0.032650051833935864,-0.28604312207353816
0.9619201296422082,-0.02570848893858738,-0.2926939255196374
0.9623387463885924,-0.03348813850330298,-0.275009745489274
0.9646836681352663,-0.029284912519906538,-0.2760845545424499
0.9594781839223634,-0.037486005961907425,-0.298103948955554
0.9508351549535125,-0.03313040379348832,-0.301705561271365
0.9518846324049536,-0.03085368000511128,-0.30772437314011525
0.9479980548197247,-0.03303875621474638,-0.2822162861933776
0.9551975313668793,-0.030532229311674552,-0.28050240836282303
0.9739065904492905,-0.0349061246512012,-0.2966083524092608
0.9473675805545169,-0.030813738314884626,-0.2960900947139449
0.963254004908281,-0.028746126197684834,-0.30707562706579417
0.9594648810486981,-0.026451821062096027,-0.2980079179176925
0.9674128253834097,-0.03288520702375838,-0.2715440499642685
0.9630390672281948,-0.04009167134028424,-0.2726739267962809
0.9636931119554684,-0.03634602095481337,-0.2892080859360459
0.9592224401191951,-0.0258331425759621,-0.302344209006848
0.954971742885141,-0.02918702522518139,-0.29040132129094043
0.9342888700821982,-0.035990691394666,-0.28964760543084
0.9737858571897119,-0.028163986847909495,-0.2936999088711032
0.9577237600240501,-0.020260504658436002,-0.29955845039620077
0.9546032445119729,-0.03904208930389709,-0.28253168763822545
